,index,policy,item_util,max_envy,imp_in_item_util
0,0,Max,0.0,0.5,0.0
1,1,Max,0.16666666666666666,0.33333333333333337,3.3576642335766422
2,2,Max,0.0,0.5,0.0
3,3,Max,0.5,0.0,10.072992700729928
4,4,Max,0.25,0.25,5.036496350364964
5,5,Max,0.0,0.5,0.0
6,6,Max,0.1,0.4,2.0145985401459856
7,7,Max,0.0,0.5,0.0
8,8,Max,0.0,0.5,0.0
9,9,Max,0.0,1.0,0.0
10,10,Max,0.125,0.375,2.518248175182482
11,11,Max,0.0,0.5,0.0
12,12,Max,0.0,0.5,0.0
13,13,Max,0.0,0.5,0.0
14,14,Max,0.1,0.4,2.0145985401459856
15,15,Max,0.0,0.5,0.0
16,16,Max,0.0,0.5,0.0
17,17,Max,0.0,0.5,0.0
18,18,Max,0.0,1.0,0.0
19,19,Max,0.0,0.5,0.0
20,20,Max,0.0,0.5,0.0
21,21,Max,0.0,0.5,0.0
22,22,Max,0.0,0.5,0.0
23,0,Expo-Fair,0.0001793374559118259,0.21719173292003857,0.003612929768734595
24,1,Expo-Fair,0.1782065927655769,0.12005507106420352,3.5901474162992137
25,2,Expo-Fair,0.0001793374559118259,0.21719173292003857,0.003612929768734595
26,3,Expo-Fair,0.2982616638297804,0.0,6.008775125329883
27,4,Expo-Fair,0.1852204119897005,0.11304125184007993,3.731447715996886
28,5,Expo-Fair,0.07113671543686989,0.14623435493908052,1.4331192306989848
29,6,Expo-Fair,0.2173710703759504,0.0,4.3791544104936
30,7,Expo-Fair,2.4045122194737807e-06,0.2982592593175609,4.8441268071150624e-05
31,8,Expo-Fair,0.002369928937657223,0.2150011414382932,0.04774455378053968
32,9,Expo-Fair,0.18167273434127432,0.18135045301988975,1.8299881269413034
33,10,Expo-Fair,0.17175926692030882,0.1265023969094716,3.460259683941988
34,11,Expo-Fair,2.4047936396571122e-06,0.29825925903614076,4.84469375580557e-05
35,12,Expo-Fair,0.0,0.2173710703759504,0.0
36,13,Expo-Fair,0.0,0.2173710703759504,0.0
37,14,Expo-Fair,0.12203004366928194,0.17623162016049848,2.4584154783008625
38,15,Expo-Fair,2.4045369465696237e-06,0.29825925929283387,4.8441766222862494e-05
39,16,Expo-Fair,0.0,0.2173710703759504,0.0
40,17,Expo-Fair,2.4062213728944523e-06,0.29825925760840755,4.8475700651012326e-05
41,18,Expo-Fair,0.056468532568283956,0.30655465479288013,0.5688071163812545
42,19,Expo-Fair,2.4045256141033736e-06,0.2982592593041663,4.844153791916286e-05
43,20,Expo-Fair,0.0001793374559118259,0.21719173292003857,0.003612929768734595
44,21,Expo-Fair,0.0,0.2173710703759504,0.0
45,22,Expo-Fair,0.0,0.2173710703759504,0.0
46,0,NSW (1.0),9.760939839693009e-05,0.2174735239016621,0.0019664375151498326
47,1,NSW (1.0),0.17823247163294076,0.12222435389032688,3.5906687715833323
48,2,NSW (1.0),9.760939839693009e-05,0.2174735239016621,0.0019664375151498326
49,3,NSW (1.0),0.30045682552326763,0.0,6.05299882076072
50,4,NSW (1.0),0.1852432250072828,0.11521360051598484,3.7319073067160624
51,5,NSW (1.0),0.07140283276241753,0.14616830053764152,1.438480426454543
52,6,NSW (1.0),0.21757113330005903,0.0,4.3831848752420655
53,7,NSW (1.0),9.670292767076034e-05,0.30036012259559686,0.0019481757691335662
54,8,NSW (1.0),0.00010437250253704913,0.21746676079752197,0.002102686912425224
55,9,NSW (1.0),0.18178661293704784,0.18132502363783992,1.8311352252052997
56,10,NSW (1.0),0.1717891187046797,0.12866770681858794,3.4608610775541315
57,11,NSW (1.0),9.756992858419452e-05,0.30035925559468346,0.0019656423568786634
58,12,NSW (1.0),9.782093227541666e-05,0.2174733123677836,0.0019706990735777375
59,13,NSW (1.0),9.782093227541666e-05,0.2174733123677836,0.0019706990735777375
60,14,NSW (1.0),0.12209955793844537,0.17835726758482226,2.459815911752622
61,15,NSW (1.0),9.761139191831898e-05,0.3003592141313493,0.0019664776766026306
62,16,NSW (1.0),9.782093227541666e-05,0.2174733123677836,0.0019706990735777375
63,17,NSW (1.0),7.427205566777453e-05,0.30038255346759984,0.0014962837492193994
64,18,NSW (1.0),0.056933579465674386,0.30617805710921336,0.5734915303841654
65,19,NSW (1.0),9.644815877041814e-05,0.3003603773644972,0.0019430431985865261
66,20,NSW (1.0),9.760939839068879e-05,0.21747352390166835,0.0019664375150240956
67,21,NSW (1.0),9.753051504196173e-05,0.21747360278501707,0.0019648483322322217
68,22,NSW (1.0),9.782093227767506e-05,0.21747331236778136,0.001970699073623235
69,0,NSW (0.0),9.231462449281978e-06,0.1246847248719392,0.00018597690773735959
70,1,NSW (0.0),0.08901081931380274,0.0862769448540499,1.7932106664678509
71,2,NSW (0.0),9.231462449281978e-06,0.1246847248719392,0.00018597690773735959
72,3,NSW (0.0),2.2189422902189164e-06,0.17528554522556242,4.470277898543219e-05
73,4,NSW (0.0),0.08901042612437937,0.08627733804347326,1.7932027452794679
74,5,NSW (0.0),0.11231122607580385,0.012382730258584634,2.262620320943202
75,6,NSW (0.0),0.11229652886895414,0.012397427465434346,2.262324231228565
76,7,NSW (0.0),1.0709235079968338e-05,0.17527705493277265,0.00021574809358184392
77,8,NSW (0.0),0.12469395633438848,0.0,2.512082623962863
78,9,NSW (0.0),0.09026003959736632,0.08503468762385062,0.9091887200318652
79,10,NSW (0.0),0.08901102883120951,0.08627673533664312,1.7932148874024691
80,11,NSW (0.0),1.0785114471254425e-05,0.17527697905338138,0.00021727675869096509
81,12,NSW (0.0),6.963053364310292e-06,0.12468699328102417,0.00014027757142698108
82,13,NSW (0.0),6.963053364310292e-06,0.12468699328102417,0.00014027757142698108
83,14,NSW (0.0),0.0890146749458204,0.08627308922203224,1.793288341974192
84,15,NSW (0.0),1.078872821912214e-05,0.1752769754396335,0.00021734956120275263
85,16,NSW (0.0),6.963053364310292e-06,0.12468699328102417,0.00014027757142698108
86,17,NSW (0.0),8.740542278376767e-06,0.17527902362557427,0.00017608683714102102
87,18,NSW (0.0),0.11233164678480004,0.06296308043641691,1.1315158581242633
88,19,NSW (0.0),1.0686098511887369e-05,0.17527707806934076,0.00021528198461904483
89,20,NSW (0.0),9.231462853820799e-06,0.12468472487153466,0.00018597691588719274
90,21,NSW (0.0),8.551411975487085e-06,0.12468540492241299,0.00017227662082003182
91,22,NSW (0.0),6.963053898132036e-06,0.12468699328049035,0.00014027758218134614
92,0,Max,0.1,0.4,1.5766423357664237
93,1,Max,0.0,0.5,0.0
94,2,Max,0.0,0.5,0.0
95,3,Max,0.0,0.5,0.0
96,4,Max,0.0,0.5,0.0
97,5,Max,0.0,0.5,0.0
98,6,Max,0.0,0.5,0.0
99,7,Max,0.0,0.5,0.0
100,8,Max,0.0,1.0,0.0
101,9,Max,0.0,0.5,0.0
102,10,Max,0.0,0.5,0.0
103,11,Max,0.29166666666666663,0.7083333333333334,2.2992700729927007
104,12,Max,0.1,0.9,0.7883211678832118
105,13,Max,0.0,0.5,0.0
106,14,Max,0.16666666666666666,0.33333333333333337,2.6277372262773726
107,15,Max,0.0,0.5,0.0
108,16,Max,0.125,0.375,1.9708029197080297
109,17,Max,0.5,0.0,7.883211678832119
110,0,Expo-Fair,0.014327617340088649,0.48567272408025147,0.2258952806904488
111,1,Expo-Fair,0.0014271080070061945,0.4985732401846453,0.022500389015572123
112,2,Expo-Fair,0.009460799623592114,0.49053954179674797,0.14916297216758373
113,3,Expo-Fair,0.009525464988312195,0.4904748832033393,0.1501825136843383
114,4,Expo-Fair,1.897996004865728e-05,0.49998136823160283,0.0002992460854386842
115,5,Expo-Fair,0.009790855139609627,0.49020949305204187,0.15436676716464817
116,6,Expo-Fair,0.0,0.5000003414203401,0.0
117,7,Expo-Fair,0.008111990908328395,0.49188835728332314,0.12789708293422872
118,8,Expo-Fair,0.00047856305560802187,0.9995221265563835,0.0037726138690267427
119,9,Expo-Fair,0.0026387759332633784,0.4973615722583881,0.04160405850984597
