,index,policy,item_util,max_envy,imp_in_item_util
0,0,Max,0.0,0.5,0.0
1,1,Max,0.16666666666666666,0.33333333333333337,4.181818181818182
2,2,Max,0.0,0.5,0.0
3,3,Max,0.5,0.0,12.545454545454547
4,4,Max,0.25,0.25,6.272727272727273
5,5,Max,0.0,0.5,0.0
6,6,Max,0.0,0.5,0.0
7,7,Max,0.0,0.5,0.0
8,8,Max,0.0,0.5,0.0
9,9,Max,0.0,1.0,0.0
10,10,Max,0.0,0.5,0.0
11,11,Max,0.0,0.5,0.0
12,12,Max,0.0,0.5,0.0
13,13,Max,0.0,0.5,0.0
14,14,Max,0.0,0.5,0.0
15,15,Max,0.0,0.5,0.0
16,16,Max,0.0,0.5,0.0
17,17,Max,0.0,0.5,0.0
18,18,Max,0.0,1.0,0.0
19,19,Max,0.0,0.5,0.0
20,20,Max,0.0,0.5,0.0
21,21,Max,0.0,0.5,0.0
22,22,Max,0.0,0.5,0.0
23,0,Expo-Fair,0.00015247070797909655,0.17438739346003757,0.0038256286729300595
24,1,Expo-Fair,0.1430764855614848,0.09656714195915087,3.589919092269983
25,2,Expo-Fair,0.00015247070797909655,0.17438739346003757,0.0038256286729300595
26,3,Expo-Fair,0.23964362752063567,0.0,6.01287647233595
27,4,Expo-Fair,0.14870801525104657,0.0909356122695891,3.7312192917535323
28,5,Expo-Fair,0.05712549909663432,0.11741436507138235,1.4333307046064614
29,6,Expo-Fair,0.17453986416801667,0.0,4.379363864579328
30,7,Expo-Fair,0.0,0.23964362752063567,0.0
31,8,Expo-Fair,0.0019113294434183537,0.17262853472459833,0.047956993307587785
32,9,Expo-Fair,0.1458630460870314,0.1456151027474076,1.8299182145463941
33,10,Expo-Fair,0.13789980401368443,0.10174382350695124,3.460031446161537
34,11,Expo-Fair,0.0,0.23964362752063567,0.0
35,12,Expo-Fair,3.4767230441596583e-06,0.17453638744497252,8.723414183527871e-05
36,13,Expo-Fair,3.4767230441596583e-06,0.17453638744497252,8.723414183527871e-05
37,14,Expo-Fair,0.09797125843216213,0.14167236908847353,2.458187938843341
38,15,Expo-Fair,0.0,0.23964362752063567,0.0
39,16,Expo-Fair,3.4767230441596583e-06,0.17453638744497252,8.723414183527871e-05
40,17,Expo-Fair,0.0,0.23964362752063567,0.0
41,18,Expo-Fair,0.04534620249165293,0.24613194634278607,0.5688887221680096
42,19,Expo-Fair,0.0,0.23964362752063567,0.0
43,20,Expo-Fair,0.00015247070797909655,0.17438739346003757,0.0038256286729300595
44,21,Expo-Fair,1.8999410349138147e-06,0.17453796422698176,4.7671247785110265e-05
45,22,Expo-Fair,3.4767230441596583e-06,0.17453638744497252,8.723414183527871e-05
46,0,NSW (1.0),7.81034530206347e-05,0.17460308835813523,0.0019596866394268344
47,1,NSW (1.0),0.14309783793733785,0.09818268531361452,3.5904548427913863
48,2,NSW (1.0),7.81034530206347e-05,0.17460308835813523,0.0019596866394268344
49,3,NSW (1.0),0.24128052325095237,0.0,6.053947674296624
50,4,NSW (1.0),0.14872629176982166,0.0925542314811307,3.7316778662246164
51,5,NSW (1.0),0.05733708645709152,0.11734410535406437,1.4386396238324783
52,6,NSW (1.0),0.17468119181115588,0.0,4.382909903625366
53,7,NSW (1.0),7.735548780068901e-05,0.24120316776315168,0.0019409195120900153
54,8,NSW (1.0),8.518849660721329e-05,0.17459600331454866,0.0021374568239628062
55,9,NSW (1.0),0.14595453408484296,0.14557322466671288,1.8310659730643937
56,10,NSW (1.0),0.1379247552665165,0.10335576798443585,3.460657495778051
57,11,NSW (1.0),7.804829126331835e-05,0.24120247495968905,0.001958302580788715
58,12,NSW (1.0),7.832589001233772e-05,0.17460286592114355,0.00196526778576411
59,13,NSW (1.0),7.832589001233772e-05,0.17460286592114355,0.00196526778576411
60,14,NSW (1.0),0.09803319328011435,0.143247329970838,2.4597419404828695
61,15,NSW (1.0),7.808154767052601e-05,0.24120244170328184,0.0019591370142786526
62,16,NSW (1.0),7.832589001233772e-05,0.17460286592114355,0.00196526778576411
63,17,NSW (1.0),5.941081582139529e-05,0.24122111243513097,0.0014906713787913729
64,18,NSW (1.0),0.045726374578592105,0.24580138417296374,0.5736581538041555
65,19,NSW (1.0),7.715153662881195e-05,0.24120337171432354,0.0019358021917774636
66,20,NSW (1.0),7.810345301906988e-05,0.17460308835813682,0.001959686639387572
67,21,NSW (1.0),7.802294669195071e-05,0.17460316886446392,0.0019576666624525818
68,22,NSW (1.0),7.83258900133981e-05,0.1746028659211425,0.001965267785790716
69,0,NSW (0.0),7.020358366014131e-06,0.10011090183431567,0.00017614717354726367
70,1,NSW (0.0),0.07146145001967398,0.06930936797791852,1.7930327459481836
71,2,NSW (0.0),7.020358366014131e-06,0.10011090183431567,0.00017614717354726367
72,3,NSW (0.0),1.6662697784958115e-06,0.140769151727814,4.180822353316764e-05
73,4,NSW (0.0),0.07146115656160805,0.06930966143598445,1.7930253828185294
74,5,NSW (0.0),0.09016822647956907,0.009949695713112619,2.2624027734873695
75,6,NSW (0.0),0.09015598379384858,0.009961938398833109,2.262095593372928
76,7,NSW (0.0),8.01488953937002e-06,0.14076280310805314,0.00020110086480601143
77,8,NSW (0.0),0.10011792219268169,0.0,2.512049684107286
78,9,NSW (0.0),0.07248279555119888,0.06829323519985661,0.9093296169150406
79,10,NSW (0.0),0.07146162116114171,0.06930919683645079,1.7930370400431923
80,11,NSW (0.0),8.071726404771333e-06,0.14076274627118773,0.000202526953428808
81,12,NSW (0.0),5.2127534629981845e-06,0.10011270943921868,0.000130792723253409
82,13,NSW (0.0),5.2127534629981845e-06,0.10011270943921868,0.000130792723253409
83,14,NSW (0.0),0.07146463332951153,0.06930618466808097,1.7931126180859258
84,15,NSW (0.0),8.074528232873464e-06,0.14076274346935963,0.00020259725384300694
85,16,NSW (0.0),5.2127534629981845e-06,0.10011270943921868,0.000130792723253409
86,17,NSW (0.0),6.546546260220277e-06,0.14076427145133227,0.00016425879707461787
87,18,NSW (0.0),0.09018412666836136,0.050591904082694136,1.1314008618394427
88,19,NSW (0.0),7.998625639408086e-06,0.1407628193719531,0.00020069278877060288
89,20,NSW (0.0),7.020358470208109e-06,0.10011090183421148,0.0001761471761615853
90,21,NSW (0.0),6.399629733303933e-06,0.10011152256294839,0.00016057252785380778
91,22,NSW (0.0),5.212752020642177e-06,0.10011270944066104,0.00013079268706338553
92,0,Max,0.0,0.5,0.0
93,1,Max,0.0,0.5,0.0
94,2,Max,0.0,0.5,0.0
95,3,Max,0.0,0.5,0.0
96,4,Max,0.0,0.5,0.0
97,5,Max,0.0,0.5,0.0
98,6,Max,0.0,0.5,0.0
99,7,Max,0.0,0.5,0.0
100,8,Max,0.0,1.0,0.0
101,9,Max,0.0,0.5,0.0
102,10,Max,0.0,0.5,0.0
103,11,Max,0.16666666666666666,0.8333333333333334,1.6363636363636365
