,index,policy,item_util,max_envy,imp_in_item_util
0,0,Max,0.0,0.015779092702169626,0.0
1,1,Max,0.0,0.01282051282051282,0.0
2,2,Max,0.0,0.015779092702169626,0.0
3,3,Max,0.01282051282051282,0.021696252465483234,4.276315789473713
4,4,Max,0.005917159763313609,0.015779092702169626,5.084745762711861
5,5,Max,0.0,0.027613412228796843,0.0
6,6,Max,0.0019723865877712033,0.021696252465483234,1.4598540145985393
7,7,Max,0.014792899408284023,0.05226824457593689,5.357142857142887
8,8,Max,0.0,0.009861932938856016,0.0
9,9,Max,0.0,0.02564102564102564,0.0
10,10,Max,0.0,0.027613412228796843,0.0
11,11,Max,0.0,0.007889546351084813,0.0
12,12,Max,0.0,0.01873767258382643,0.0
13,13,Max,0.0,0.03057199211045365,0.0
14,14,Max,0.0029585798816568047,0.05325443786982249,1.3953488372093035
15,15,Max,0.007889546351084813,0.01972386587771203,4.494382022471907
16,16,Max,0.09566074950690336,0.0,20.99567099567124
17,17,Max,0.0,0.04043392504930966,0.0
18,18,Max,0.0,0.03648915187376726,0.0
19,19,Max,0.0019723865877712033,0.048323471400394474,0.9661835748792272
20,20,Max,0.0009861932938856016,0.03155818540433925,0.5988023952095803
21,21,Max,0.0019723865877712033,0.010848126232741617,4.081632653061223
22,22,Max,0.0009861932938856016,0.03254437869822485,0.671140939597315
23,23,Max,0.0,0.014792899408284023,0.0
24,24,Max,0.0,0.015779092702169626,0.0
25,25,Max,0.1282051282051282,0.0,25.145067698259506
26,26,Max,0.0029585798816568047,0.0009861932938856016,11.538461538461537
27,27,Max,0.0,0.01775147928994083,0.0
28,28,Max,0.0,0.020710059171597635,0.0
29,29,Max,0.0029585798816568047,0.021696252465483234,3.658536585365851
30,30,Max,0.0019723865877712033,0.028599605522682446,1.5748031496062982
31,31,Max,0.0009861932938856016,0.01873767258382643,1.041666666666666
32,32,Max,0.0,0.01972386587771203,0.0
33,33,Max,0.0009861932938856016,0.01775147928994083,0.9259259259259253
34,34,Max,0.07889546351084813,0.0,21.10817941952527
35,35,Max,0.0019723865877712033,0.05128205128205128,1.0582010582010575
36,36,Max,0.0029585798816568047,0.026627218934911243,3.7974683544303773
37,37,Max,0.0,0.021696252465483234,0.0
38,38,Max,0.0,0.04240631163708087,0.0
39,39,Max,0.0019723865877712033,0.07988165680473373,0.6042296072507601
40,40,Max,0.0,0.01282051282051282,0.0
41,41,Max,0.013806706114398421,0.03155818540433925,11.475409836065566
42,42,Max,0.0,0.020710059171597635,0.0
43,43,Max,0.0,0.03155818540433925,0.0
44,44,Max,0.03353057199211045,0.047337278106508875,8.542713567839282
45,45,Max,0.0,0.03254437869822485,0.0
46,46,Max,0.0,0.04930966469428008,0.0
47,47,Max,0.0,0.03155818540433925,0.0
48,48,Max,0.0,0.020710059171597635,0.0
49,49,Max,0.0039447731755424065,0.047337278106508875,1.5625000000000067
50,50,Max,0.0,0.04437869822485207,0.0
51,51,Max,0.0,0.01282051282051282,0.0
52,52,Max,0.0009861932938856016,0.03155818540433925,1.162790697674418
53,53,Max,0.0,0.010848126232741617,0.0
54,54,Max,0.05325443786982249,0.004930966469428008,18.06020066889644
55,55,Max,0.0009861932938856016,0.026627218934911243,0.7462686567164174
56,56,Max,0.007889546351084813,0.004930966469428008,10.66666666666666
57,57,Max,0.0039447731755424065,0.010848126232741617,5.263157894736839
58,58,Max,0.0,0.023668639053254437,0.0
59,59,Max,0.0,0.011834319526627219,0.0
60,60,Max,0.0,0.03648915187376726,0.0
61,61,Max,0.0009861932938856016,0.02465483234714004,1.2820512820512815
62,62,Max,0.006903353057199211,0.01775147928994083,5.035971223021579
63,63,Max,0.0,0.015779092702169626,0.0
64,64,Max,0.0029585798816568047,0.08185404339250493,1.0238907849829417
65,65,Max,0.0029585798816568047,0.013806706114398421,4.285714285714283
66,66,Max,0.0,0.021696252465483234,0.0
67,67,Max,0.0,0.016765285996055226,0.0
68,68,Max,0.0019723865877712033,0.03648915187376726,1.2121212121212113
69,69,Max,0.0009861932938856016,0.0650887573964497,0.44052863436123435
70,70,Max,0.08185404339250493,0.03747534516765286,16.733870967742146
71,71,Max,0.0,0.016765285996055226,0.0
72,72,Max,0.0,0.016765285996055226,0.0
73,73,Max,0.0,0.04240631163708087,0.0
74,74,Max,0.0,0.02564102564102564,0.0
75,75,Max,0.022682445759368838,0.01873767258382643,7.98611111111116
76,76,Max,0.0,0.014792899408284023,0.0
77,77,Max,0.03944773175542406,0.055226824457593686,8.333333333333433
78,78,Max,0.0,0.01873767258382643,0.0
79,79,Max,0.0009861932938856016,0.010848126232741617,1.2345679012345672
80,80,Max,0.0039447731755424065,0.010848126232741617,4.545454545454543
81,81,Max,0.0009861932938856016,0.020710059171597635,1.162790697674418
82,82,Max,0.0029585798816568047,0.013806706114398421,4.166666666666664
83,83,Max,0.004930966469428008,0.01775147928994083,5.494505494505491
84,84,Max,0.0009861932938856016,0.010848126232741617,1.7543859649122797
85,85,Max,0.0009861932938856016,0.02564102564102564,0.4587155963302758
86,86,Max,0.0029585798816568047,0.005917159763313609,6.382978723404252
87,87,Max,0.0019723865877712033,0.020710059171597635,1.8018018018018007
88,88,Max,0.0,0.014792899408284023,0.0
89,89,Max,0.009861932938856016,0.04930966469428008,3.3444816053511928
90,90,Max,0.0029585798816568047,0.023668639053254437,1.6759776536312836
91,91,Max,0.014792899408284023,0.01972386587771203,13.761467889908248
92,92,Max,0.0,0.009861932938856016,0.0
93,93,Max,0.0,0.04142011834319527,0.0
94,94,Max,0.0,0.01972386587771203,0.0
95,95,Max,0.010848126232741617,0.0,24.99999999999999
96,96,Max,0.008875739644970414,0.0039447731755424065,10.843373493975896
97,97,Max,0.0,0.03451676528599606,0.0
98,98,Max,0.008875739644970414,0.0,42.857142857142854
99,99,Max,0.0,0.007889546351084813,0.0
